identity_id;user_id;changed;del;standard;name;organization;email;reply-to;bcc;signature;html_signature
879;860;2014-07-23 11:22:33.0;0;1;*;*;*;*;*;NULL;0
880;861;2014-08-18 13:13:36.0;0;1;*;*;*;*;*;NULL;0
881;862;2015-06-29 01:53:07.0;0;1;*;*;*;*;*;NULL;0
882;863;2016-03-22 15:40:11.0;0;1;*;*;*;*;*;NULL;0
883;864;2016-03-22 15:46:26.0;0;1;*;*;*;*;*;NULL;0
884;865;2016-03-22 15:51:46.0;0;1;*;*;*;*;*;NULL;0
885;866;2016-09-15 23:27:28.0;0;1;*;*;*;*;*;NULL;0
886;867;2016-04-25 01:31:06.0;0;1;*;*;*;*;*;NULL;0
892;873;2014-01-10 14:41:07.0;0;1;*;*;*;*;*;NULL;0
893;874;2015-05-26 19:09:59.0;0;1;*;*;*;*;*;NULL;0
894;875;2015-06-03 12:59:13.0;0;1;*;*;*;*;*;NULL;0
895;876;2015-06-03 13:02:00.0;0;1;*;*;*;*;*;NULL;0
896;877;2015-09-15 22:09:48.0;0;1;*;*;*;*;*;NULL;0
897;878;2015-09-15 22:09:56.0;0;1;*;*;*;*;*;NULL;0
898;879;2015-09-17 23:26:25.0;0;1;*;*;*;*;*;NULL;0
899;880;2015-09-28 14:19:11.0;0;1;*;*;*;*;*;NULL;0
900;881;2015-10-24 08:29:25.0;0;1;*;*;*;*;*;NULL;0
901;882;2015-11-02 20:11:08.0;0;1;*;*;*;*;*;NULL;0
902;883;2015-12-18 17:29:04.0;0;1;*;*;*;*;*;NULL;0
903;884;2016-05-12 20:29:20.0;0;1;*;*;*;*;*;NULL;0
904;885;2016-05-12 20:31:00.0;0;1;*;*;*;*;*;NULL;0
905;886;2016-05-20 18:18:12.0;0;1;*;*;*;*;*;NULL;0
906;887;2016-05-26 10:17:28.0;0;1;*;*;*;*;*;NULL;0
907;888;2016-06-12 14:12:11.0;0;1;*;*;*;*;*;NULL;0
908;889;2016-06-18 11:19:52.0;0;1;*;*;*;*;*;NULL;0
909;890;2015-07-23 15:42:13.0;0;1;*;*;*;*;*;NULL;1
910;891;2016-12-22 16:07:37.0;0;1;*;*;*;*;*;NULL;1
911;892;2015-06-24 11:01:02.0;0;1;*;*;*;*;*;NULL;0
912;893;2014-11-07 17:41:59.0;0;1;*;*;*;*;*;NULL;0
913;894;2015-01-24 09:57:40.0;0;1;*;*;*;*;*;NULL;0
914;895;2013-09-05 10:04:47.0;0;1;*;*;*;*;*;NULL;0
915;896;2013-09-13 10:29:38.0;0;1;*;*;*;*;*;NULL;0
916;897;2014-04-27 22:49:20.0;0;1;*;*;*;*;*;NULL;0
917;898;2014-06-19 12:27:47.0;0;1;*;*;*;*;*;NULL;0
918;899;2015-03-27 14:44:25.0;0;1;*;*;*;*;*;NULL;0
919;900;2013-12-12 10:49:50.0;0;1;*;*;*;*;*;NULL;0
920;901;2013-12-12 11:16:07.0;0;1;*;*;*;*;*;NULL;0
921;902;2014-06-07 14:07:41.0;0;1;*;*;*;*;*;NULL;0
922;903;2015-01-28 15:13:08.0;0;1;*;*;*;*;*;NULL;0
923;904;2015-03-20 19:48:30.0;0;0;*;*;*;*;*;NULL;0
924;904;2015-12-20 15:17:37.0;1;0;*;*;*;*;*;NULL;0
925;904;2015-12-20 15:17:46.0;1;0;*;*;*;*;*;NULL;0
926;905;2015-03-24 05:05:58.0;0;0;*;*;*;*;*;NULL;0
927;906;2015-03-24 05:07:34.0;0;0;*;*;*;*;*;NULL;0
928;907;2015-03-24 05:09:22.0;0;0;*;*;*;*;*;NULL;0
929;905;2015-04-08 16:56:55.0;1;1;*;*;*;*;*;NULL;0
930;905;2015-04-08 16:56:23.0;1;0;*;*;*;*;*;NULL;0
931;905;2015-04-08 16:56:15.0;1;0;*;*;*;*;*;NULL;0
932;905;2015-07-20 15:22:24.0;0;0;*;*;*;*;*;NULL;0
933;906;2016-05-04 00:57:56.0;1;1;*;*;*;*;*;NULL;0
934;905;2015-07-31 17:19:32.0;0;0;*;*;*;*;*;NULL;0
935;905;2015-08-05 14:17:34.0;0;0;*;*;*;*;*;NULL;0
936;904;2015-11-11 02:03:04.0;1;0;*;*;*;*;*;NULL;0
937;904;2015-11-11 02:10:01.0;1;0;*;*;*;*;*;NULL;1
938;904;2015-11-17 08:02:31.0;1;0;*;*;*;*;*;NULL;1
939;904;2015-11-11 02:09:45.0;1;0;*;*;*;*;*;NULL;1
940;904;2015-11-09 21:02:12.0;1;1;*;*;*;*;*;NULL;0
941;904;2015-11-09 20:09:28.0;1;0;*;*;*;*;*;NULL;0
942;904;2015-11-09 20:08:59.0;1;0;*;*;*;*;*;NULL;0
943;904;2015-11-09 20:22:54.0;1;0;*;*;*;*;*;NULL;0
944;904;2015-11-09 20:31:06.0;1;0;*;*;*;*;*;NULL;0
945;904;2015-11-09 20:29:33.0;1;0;*;*;*;*;*;NULL;0
946;904;2015-11-09 20:35:23.0;1;0;*;*;*;*;*;NULL;0
947;904;2015-11-09 20:37:25.0;1;0;*;*;*;*;*;NULL;0
948;904;2015-11-09 20:39:59.0;1;0;*;*;*;*;*;NULL;0
949;904;2015-11-09 20:44:22.0;1;0;*;*;*;*;*;NULL;0
950;904;2015-11-10 02:47:46.0;1;0;*;*;*;*;*;NULL;0
951;904;2015-11-09 20:53:59.0;1;0;*;*;*;*;*;NULL;0
952;904;2015-11-09 20:55:00.0;1;0;*;*;*;*;*;NULL;0
953;904;2015-11-09 20:58:54.0;1;0;*;*;*;*;*;NULL;0
954;904;2015-11-09 21:06:21.0;1;0;*;*;*;*;*;NULL;0
955;904;2015-11-10 00:24:55.0;1;0;*;*;*;*;*;NULL;0
956;904;2015-11-09 21:09:04.0;1;0;*;*;*;*;*;NULL;0
957;904;2015-11-09 21:13:38.0;1;0;*;*;*;*;*;NULL;0
958;904;2015-11-09 21:14:54.0;1;0;*;*;*;*;*;NULL;0
959;904;2015-11-09 21:18:05.0;1;0;*;*;*;*;*;NULL;0
960;904;2015-11-09 21:21:00.0;1;0;*;*;*;*;*;NULL;0
961;904;2015-11-09 21:21:49.0;1;0;*;*;*;*;*;NULL;0
962;904;2015-11-09 21:26:56.0;1;0;*;*;*;*;*;NULL;0
963;904;2015-11-09 21:27:25.0;1;0;*;*;*;*;*;NULL;0
964;904;2015-11-09 21:30:22.0;1;0;*;*;*;*;*;NULL;0
965;904;2015-11-09 21:30:50.0;1;0;*;*;*;*;*;NULL;0
966;904;2015-11-09 21:38:03.0;1;0;*;*;*;*;*;NULL;0
967;904;2015-11-09 21:36:44.0;1;0;*;*;*;*;*;NULL;0
968;904;2015-11-09 21:42:21.0;1;0;*;*;*;*;*;NULL;0
969;904;2015-11-09 21:39:57.0;1;0;*;*;*;*;*;NULL;0
970;904;2015-11-09 21:45:49.0;1;0;*;*;*;*;*;NULL;0
971;904;2015-11-09 21:46:05.0;1;0;*;*;*;*;*;NULL;0
972;904;2015-11-09 21:52:15.0;1;0;*;*;*;*;*;NULL;0
973;904;2015-11-09 21:50:45.0;1;0;*;*;*;*;*;NULL;0
974;904;2015-11-09 22:17:00.0;1;0;*;*;*;*;*;NULL;0
975;904;2015-11-09 21:55:51.0;1;0;*;*;*;*;*;NULL;0
976;904;2015-11-09 21:59:50.0;1;0;*;*;*;*;*;NULL;0
977;904;2015-11-10 00:25:38.0;1;0;*;*;*;*;*;NULL;0
978;904;2015-11-10 02:47:56.0;1;0;*;*;*;*;*;NULL;0
979;904;2015-11-09 22:35:50.0;1;0;*;*;*;*;*;NULL;0
980;904;2015-11-09 22:45:13.0;1;0;*;*;*;*;*;NULL;0
981;904;2015-11-09 22:49:40.0;1;0;*;*;*;*;*;NULL;0
982;904;2015-11-09 22:56:19.0;1;0;*;*;*;*;*;NULL;0
983;904;2015-11-09 23:00:10.0;1;0;*;*;*;*;*;NULL;0
984;904;2015-11-09 23:03:54.0;1;0;*;*;*;*;*;NULL;0
985;904;2015-11-09 23:10:13.0;1;0;*;*;*;*;*;NULL;0
986;904;2015-11-09 23:13:49.0;1;0;*;*;*;*;*;NULL;0
987;904;2015-11-09 23:20:25.0;1;0;*;*;*;*;*;NULL;0
988;904;2015-11-09 23:25:57.0;1;0;*;*;*;*;*;NULL;0
989;904;2015-11-09 23:31:56.0;1;0;*;*;*;*;*;NULL;0
990;904;2015-11-09 23:42:09.0;1;0;*;*;*;*;*;NULL;0
991;904;2015-11-09 23:47:06.0;1;0;*;*;*;*;*;NULL;0
992;904;2015-11-09 23:51:57.0;1;0;*;*;*;*;*;NULL;0
993;904;2015-11-10 00:01:21.0;1;0;*;*;*;*;*;NULL;0
994;904;2015-11-10 00:05:49.0;1;0;*;*;*;*;*;NULL;0
995;904;2015-11-10 00:10:27.0;1;0;*;*;*;*;*;NULL;0
996;904;2015-11-10 00:23:21.0;1;0;*;*;*;*;*;NULL;0
997;904;2015-11-10 00:24:55.0;1;0;*;*;*;*;*;NULL;0
998;904;2015-11-10 00:28:28.0;1;0;*;*;*;*;*;NULL;0
999;904;2015-11-10 00:30:47.0;1;0;*;*;*;*;*;NULL;0
1000;904;2015-11-10 02:48:24.0;1;0;*;*;*;*;*;NULL;0
1001;904;2015-11-10 00:47:29.0;1;0;*;*;*;*;*;NULL;0
1002;904;2015-11-10 00:41:14.0;1;0;*;*;*;*;*;NULL;0
1003;904;2015-11-10 00:45:40.0;1;0;*;*;*;*;*;NULL;0
1004;904;2015-11-10 00:50:22.0;1;0;*;*;*;*;*;NULL;0
1005;904;2015-11-10 00:52:12.0;1;0;*;*;*;*;*;NULL;0
1006;904;2015-11-10 00:54:11.0;1;0;*;*;*;*;*;NULL;0
1007;904;2015-11-10 00:57:34.0;1;0;*;*;*;*;*;NULL;0
1008;904;2015-11-10 01:00:43.0;1;0;*;*;*;*;*;NULL;0
1009;904;2015-11-10 01:05:03.0;1;0;*;*;*;*;*;NULL;0
1010;904;2015-11-10 01:04:47.0;1;0;*;*;*;*;*;NULL;0
1011;904;2015-11-10 01:08:59.0;1;0;*;*;*;*;*;NULL;0
1012;904;2015-11-10 01:07:25.0;1;0;*;*;*;*;*;NULL;0
1013;904;2015-11-10 01:16:54.0;1;0;*;*;*;*;*;NULL;0
1014;904;2015-11-10 01:12:34.0;1;0;*;*;*;*;*;NULL;0
1015;904;2015-11-10 01:15:43.0;1;0;*;*;*;*;*;NULL;0
1016;904;2015-11-10 01:19:42.0;1;0;*;*;*;*;*;NULL;0
1017;904;2015-11-10 01:21:02.0;1;0;*;*;*;*;*;NULL;0
1018;904;2015-11-10 01:22:51.0;1;0;*;*;*;*;*;NULL;0
1019;904;2015-11-10 01:27:19.0;1;0;*;*;*;*;*;NULL;0
1020;904;2015-11-10 01:27:00.0;1;0;*;*;*;*;*;NULL;0
1021;904;2015-11-10 01:28:57.0;1;0;*;*;*;*;*;NULL;0
1022;904;2015-11-10 01:32:03.0;1;0;*;*;*;*;*;NULL;0
1023;904;2015-11-10 01:32:48.0;1;0;*;*;*;*;*;NULL;0
1024;904;2015-11-10 01:36:03.0;1;0;*;*;*;*;*;NULL;0
1025;904;2015-11-10 01:37:22.0;1;0;*;*;*;*;*;NULL;0
1026;904;2015-11-10 01:43:30.0;1;0;*;*;*;*;*;NULL;0
1027;904;2015-11-10 01:55:20.0;1;0;*;*;*;*;*;NULL;0
1028;904;2015-11-10 01:42:46.0;1;0;*;*;*;*;*;NULL;0
1029;904;2015-11-10 01:49:05.0;1;0;*;*;*;*;*;NULL;0
1030;904;2015-11-10 01:46:04.0;1;0;*;*;*;*;*;NULL;0
1031;904;2015-11-10 01:49:38.0;1;0;*;*;*;*;*;NULL;0
1032;904;2015-11-10 01:54:51.0;1;0;*;*;*;*;*;NULL;0
1033;904;2015-11-10 01:54:40.0;1;0;*;*;*;*;*;NULL;0
1034;904;2015-11-10 01:59:31.0;1;0;*;*;*;*;*;NULL;0
1035;904;2015-11-10 02:00:23.0;1;0;*;*;*;*;*;NULL;0
1036;904;2015-11-10 02:06:44.0;1;0;*;*;*;*;*;NULL;0
1037;904;2015-11-10 02:05:47.0;1;0;*;*;*;*;*;NULL;0
1038;904;2015-11-10 02:10:16.0;1;0;*;*;*;*;*;NULL;0
1039;904;2015-11-10 02:11:01.0;1;0;*;*;*;*;*;NULL;0
1040;904;2015-11-10 02:13:56.0;1;0;*;*;*;*;*;NULL;0
1041;904;2015-11-10 02:15:24.0;1;0;*;*;*;*;*;NULL;0
1042;904;2015-11-10 02:18:55.0;1;0;*;*;*;*;*;NULL;0
1043;904;2015-11-10 02:40:58.0;1;0;*;*;*;*;*;NULL;0
1044;904;2015-11-10 02:29:21.0;1;0;*;*;*;*;*;NULL;0
1045;904;2015-11-10 02:34:09.0;1;0;*;*;*;*;*;NULL;0
1046;904;2015-11-10 02:43:50.0;1;0;*;*;*;*;*;NULL;0
1047;904;2015-11-10 02:44:40.0;1;0;*;*;*;*;*;NULL;0
1048;904;2015-11-10 02:47:25.0;1;0;*;*;*;*;*;NULL;0
1049;904;2015-11-10 02:47:36.0;1;0;*;*;*;*;*;NULL;0
1050;904;2015-11-10 02:52:29.0;1;0;*;*;*;*;*;NULL;0
1051;904;2015-11-10 02:56:10.0;1;0;*;*;*;*;*;NULL;0
1052;904;2015-11-10 02:57:37.0;1;0;*;*;*;*;*;NULL;0
1053;904;2015-11-10 03:00:46.0;1;0;*;*;*;*;*;NULL;0
1054;904;2015-11-10 03:03:34.0;1;0;*;*;*;*;*;NULL;0
1055;904;2015-11-10 03:10:48.0;1;0;*;*;*;*;*;NULL;0
1056;904;2015-11-10 03:10:20.0;1;0;*;*;*;*;*;NULL;0
1057;904;2015-11-10 03:14:38.0;1;0;*;*;*;*;*;NULL;0
1058;904;2015-11-10 03:16:42.0;1;0;*;*;*;*;*;NULL;0
1059;904;2015-11-10 03:18:48.0;1;0;*;*;*;*;*;NULL;0
1060;904;2015-11-10 03:26:41.0;1;0;*;*;*;*;*;NULL;0
1061;904;2015-11-10 06:41:58.0;1;0;*;*;*;*;*;NULL;0
1062;904;2015-11-10 03:29:49.0;1;0;*;*;*;*;*;NULL;0
1063;904;2015-11-10 03:33:09.0;1;0;*;*;*;*;*;NULL;0
1064;904;2015-11-10 03:36:55.0;1;0;*;*;*;*;*;NULL;0
1065;904;2015-11-10 06:49:18.0;1;0;*;*;*;*;*;NULL;0
1066;904;2015-11-10 07:49:04.0;1;0;*;*;*;*;*;NULL;0
1067;904;2015-11-10 07:45:25.0;1;0;*;*;*;*;*;NULL;0
1068;904;2015-11-10 08:00:56.0;1;0;*;*;*;*;*;NULL;0
1069;904;2015-11-10 07:52:57.0;1;0;*;*;*;*;*;NULL;0
1070;904;2015-11-10 07:59:21.0;1;0;*;*;*;*;*;NULL;0
1071;904;2015-11-10 08:01:01.0;1;0;*;*;*;*;*;NULL;0
1072;904;2015-11-10 08:05:29.0;1;0;*;*;*;*;*;NULL;0
1073;904;2015-11-10 08:04:55.0;1;0;*;*;*;*;*;NULL;0
1074;904;2015-11-10 08:10:27.0;1;0;*;*;*;*;*;NULL;0
1075;904;2015-11-10 08:12:56.0;1;0;*;*;*;*;*;NULL;0
1076;904;2015-11-10 08:12:40.0;1;0;*;*;*;*;*;NULL;0
1077;904;2015-11-10 08:16:50.0;1;0;*;*;*;*;*;NULL;0
1078;904;2015-11-10 08:17:25.0;1;0;*;*;*;*;*;NULL;0
1079;904;2015-11-10 08:20:23.0;1;0;*;*;*;*;*;NULL;0
1080;904;2015-11-10 08:21:10.0;1;0;*;*;*;*;*;NULL;0
1081;904;2015-11-10 08:33:22.0;1;0;*;*;*;*;*;NULL;0
1082;904;2015-11-10 08:24:34.0;1;0;*;*;*;*;*;NULL;0
1083;904;2015-11-10 08:29:24.0;1;0;*;*;*;*;*;NULL;0
1084;904;2015-11-10 08:32:39.0;1;0;*;*;*;*;*;NULL;0
1085;904;2015-11-11 01:59:20.0;1;0;*;*;*;*;*;NULL;0
1086;904;2015-11-11 02:04:14.0;1;0;*;*;*;*;*;NULL;0
1087;904;2015-11-10 18:34:46.0;1;0;*;*;*;*;*;NULL;0
1088;904;2015-11-10 18:39:04.0;1;0;*;*;*;*;*;NULL;0
1089;904;2015-11-10 18:42:32.0;1;0;*;*;*;*;*;NULL;0
1090;904;2015-11-10 18:46:27.0;1;0;*;*;*;*;*;NULL;0
1091;904;2015-11-10 18:49:20.0;1;0;*;*;*;*;*;NULL;0
1092;904;2015-11-10 18:53:09.0;1;0;*;*;*;*;*;NULL;0
1093;904;2015-11-10 18:56:58.0;1;0;*;*;*;*;*;NULL;0
1094;904;2015-11-10 18:59:32.0;1;0;*;*;*;*;*;NULL;0
1095;904;2015-11-10 19:01:48.0;1;0;*;*;*;*;*;NULL;0
1096;904;2015-11-10 19:04:14.0;1;0;*;*;*;*;*;NULL;0
1097;904;2015-11-11 02:03:42.0;1;0;*;*;*;*;*;NULL;0
1098;904;2015-11-10 19:07:16.0;1;0;*;*;*;*;*;NULL;0
1099;904;2015-11-10 19:11:01.0;1;0;*;*;*;*;*;NULL;0
1100;904;2015-11-10 19:15:30.0;1;0;*;*;*;*;*;NULL;0
1101;904;2015-11-10 19:18:41.0;1;0;*;*;*;*;*;NULL;0
1102;904;2015-11-10 19:21:35.0;1;0;*;*;*;*;*;NULL;0
1103;904;2015-11-10 19:24:13.0;1;0;*;*;*;*;*;NULL;0
1104;904;2015-11-11 02:08:07.0;1;0;*;*;*;*;*;NULL;0
1105;904;2015-11-10 19:31:12.0;1;0;*;*;*;*;*;NULL;0
1106;904;2015-11-10 19:35:25.0;1;0;*;*;*;*;*;NULL;0
1107;904;2015-11-10 19:41:39.0;1;0;*;*;*;*;*;NULL;0
1108;904;2015-11-11 02:04:47.0;1;0;*;*;*;*;*;NULL;0
1109;904;2015-11-10 19:44:29.0;1;0;*;*;*;*;*;NULL;0
1110;904;2015-11-10 19:50:03.0;1;0;*;*;*;*;*;NULL;0
1111;904;2015-11-10 19:53:59.0;1;0;*;*;*;*;*;NULL;0
1112;904;2015-11-10 19:56:35.0;1;0;*;*;*;*;*;NULL;0
1113;904;2015-11-10 19:59:47.0;1;0;*;*;*;*;*;NULL;0
1114;904;2015-11-10 20:05:33.0;1;0;*;*;*;*;*;NULL;0
1115;904;2015-11-10 20:09:16.0;1;0;*;*;*;*;*;NULL;0
1116;904;2015-11-10 20:12:01.0;1;0;*;*;*;*;*;NULL;0
1117;904;2015-11-10 20:15:29.0;1;0;*;*;*;*;*;NULL;0
1118;904;2015-11-10 20:23:11.0;1;0;*;*;*;*;*;NULL;0
1119;904;2015-11-10 20:26:12.0;1;0;*;*;*;*;*;NULL;0
1120;904;2015-11-10 20:32:31.0;1;0;*;*;*;*;*;NULL;0
1121;904;2015-11-11 02:04:26.0;1;0;*;*;*;*;*;NULL;0
1122;904;2015-11-10 20:35:09.0;1;0;*;*;*;*;*;NULL;0
1123;904;2015-11-10 20:38:27.0;1;0;*;*;*;*;*;NULL;0
1124;904;2015-11-10 23:56:53.0;1;0;*;*;*;*;*;NULL;0
1125;904;2015-11-10 20:41:34.0;1;0;*;*;*;*;*;NULL;0
1126;904;2015-11-11 02:07:42.0;1;0;*;*;*;*;*;NULL;0
1127;904;2015-11-10 20:44:34.0;1;0;*;*;*;*;*;NULL;0
1128;904;2015-11-11 02:08:29.0;1;0;*;*;*;*;*;NULL;0
1129;904;2015-11-11 02:06:24.0;1;0;*;*;*;*;*;NULL;0
1130;904;2015-11-11 02:04:36.0;1;0;*;*;*;*;*;NULL;0
1131;904;2015-11-10 23:57:15.0;1;0;*;*;*;*;*;NULL;0
1132;904;2015-11-11 02:05:11.0;1;0;*;*;*;*;*;NULL;0
1133;904;2015-11-11 02:08:42.0;1;0;*;*;*;*;*;NULL;0
1134;904;2015-11-11 02:06:50.0;1;0;*;*;*;*;*;NULL;0
1135;904;2015-11-11 02:06:14.0;1;0;*;*;*;*;*;NULL;0
1136;904;2015-11-11 01:58:37.0;1;0;*;*;*;*;*;NULL;0
1137;904;2015-11-11 02:05:33.0;1;0;*;*;*;*;*;NULL;0
1138;904;2015-11-12 02:52:16.0;1;0;*;*;*;*;*;NULL;0
1139;904;2015-11-11 02:10:09.0;1;0;*;*;*;*;*;NULL;0
1140;904;2015-11-11 02:06:37.0;1;0;*;*;*;*;*;NULL;0
1141;904;2015-11-11 02:07:32.0;1;0;*;*;*;*;*;NULL;0
1142;904;2015-11-11 02:07:05.0;1;0;*;*;*;*;*;NULL;0
1143;904;2015-11-11 22:02:53.0;1;0;*;*;*;*;*;NULL;0
1144;904;2015-11-11 02:07:49.0;1;0;*;*;*;*;*;NULL;0
1145;904;2015-11-11 07:22:07.0;1;0;*;*;*;*;*;NULL;0
1146;904;2015-11-11 07:22:22.0;1;0;*;*;*;*;*;NULL;0
1147;904;2015-11-11 02:03:58.0;1;0;*;*;*;*;*;NULL;0
1148;904;2015-11-11 02:05:23.0;1;0;*;*;*;*;*;NULL;0
1149;904;2015-11-11 01:58:43.0;1;0;*;*;*;*;*;NULL;0
1150;904;2015-11-11 02:08:01.0;1;0;*;*;*;*;*;NULL;0
1151;904;2015-11-11 07:35:51.0;1;0;*;*;*;*;*;NULL;0
1152;904;2015-11-11 07:35:44.0;1;0;*;*;*;*;*;NULL;0
1153;904;2015-11-11 07:54:38.0;1;0;*;*;*;*;*;NULL;0
1154;904;2015-11-11 22:03:06.0;1;0;*;*;*;*;*;NULL;0
1155;904;2015-11-11 22:11:05.0;1;0;*;*;*;*;*;NULL;0
1156;904;2015-11-11 22:15:50.0;1;0;*;*;*;*;*;NULL;0
1157;904;2015-11-11 22:24:20.0;1;0;*;*;*;*;*;NULL;0
1158;904;2015-11-11 22:30:49.0;1;0;*;*;*;*;*;NULL;0
1159;904;2015-11-11 22:32:03.0;1;0;*;*;*;*;*;NULL;0
1160;904;2015-11-11 22:36:08.0;1;0;*;*;*;*;*;NULL;0
1161;904;2015-11-11 23:22:25.0;1;0;*;*;*;*;*;NULL;0
1162;904;2015-11-11 23:31:07.0;1;0;*;*;*;*;*;NULL;0
1163;904;2015-11-11 23:57:01.0;1;0;*;*;*;*;*;NULL;0
1164;904;2015-11-12 00:05:55.0;1;0;*;*;*;*;*;NULL;0
1165;904;2015-11-12 00:11:15.0;1;0;*;*;*;*;*;NULL;0
1166;904;2015-11-12 00:15:26.0;1;0;*;*;*;*;*;NULL;0
1167;904;2015-11-12 00:26:46.0;1;0;*;*;*;*;*;NULL;0
1168;904;2015-11-12 00:36:38.0;1;0;*;*;*;*;*;NULL;0
1169;904;2015-11-12 00:44:00.0;1;0;*;*;*;*;*;NULL;0
1170;904;2015-11-12 00:48:05.0;1;0;*;*;*;*;*;NULL;0
1171;904;2015-11-12 00:57:39.0;1;0;*;*;*;*;*;NULL;0
1172;904;2015-11-12 01:02:01.0;1;0;*;*;*;*;*;NULL;0
1173;904;2015-11-12 23:03:14.0;1;0;*;*;*;*;*;NULL;0
1174;904;2015-11-12 01:14:56.0;1;0;*;*;*;*;*;NULL;0
1175;904;2015-11-12 01:27:30.0;1;0;*;*;*;*;*;NULL;0
1176;904;2015-11-12 01:38:17.0;1;0;*;*;*;*;*;NULL;0
1177;904;2015-11-12 01:38:48.0;1;0;*;*;*;*;*;NULL;0
1178;904;2015-11-12 01:45:16.0;1;0;*;*;*;*;*;NULL;0
1179;904;2015-11-12 01:50:25.0;1;0;*;*;*;*;*;NULL;0
1180;904;2015-11-12 01:56:08.0;1;0;*;*;*;*;*;NULL;0
1181;904;2015-11-12 02:02:00.0;1;0;*;*;*;*;*;NULL;0
1182;904;2015-11-12 02:07:06.0;1;0;*;*;*;*;*;NULL;0
1183;904;2015-11-12 02:10:47.0;1;0;*;*;*;*;*;NULL;0
1184;904;2015-11-12 02:19:15.0;1;0;*;*;*;*;*;NULL;0
1185;904;2015-11-12 02:25:13.0;1;0;*;*;*;*;*;NULL;0
1186;904;2015-11-12 02:27:37.0;1;0;*;*;*;*;*;NULL;0
1187;904;2015-11-12 02:36:09.0;1;0;*;*;*;*;*;NULL;0
1188;904;2015-11-12 02:52:16.0;1;0;*;*;*;*;*;NULL;0
1189;904;2015-11-12 02:56:36.0;1;0;*;*;*;*;*;NULL;0
1190;904;2015-11-12 03:01:13.0;1;0;*;*;*;*;*;NULL;0
1191;904;2015-11-12 03:07:02.0;1;0;*;*;*;*;*;NULL;0
1192;904;2015-11-12 03:21:08.0;1;0;*;*;*;*;*;NULL;0
1193;904;2015-11-12 03:25:57.0;1;0;*;*;*;*;*;NULL;0
1194;904;2015-11-12 03:31:12.0;1;0;*;*;*;*;*;NULL;0
1195;904;2015-11-12 03:36:49.0;1;0;*;*;*;*;*;NULL;0
1196;904;2015-11-12 03:39:25.0;1;0;*;*;*;*;*;NULL;0
1197;904;2015-11-12 03:51:18.0;1;0;*;*;*;*;*;NULL;0
1198;904;2015-11-12 03:51:05.0;1;0;*;*;*;*;*;NULL;0
1199;904;2015-11-12 03:57:01.0;1;0;*;*;*;*;*;NULL;0
1200;904;2015-11-12 04:01:59.0;1;0;*;*;*;*;*;NULL;0
1201;904;2015-11-12 04:09:31.0;1;0;*;*;*;*;*;NULL;0
1202;904;2015-11-12 04:19:16.0;1;0;*;*;*;*;*;NULL;0
1203;904;2015-11-12 04:26:17.0;1;0;*;*;*;*;*;NULL;0
1204;904;2015-11-12 04:45:58.0;1;0;*;*;*;*;*;NULL;0
1205;904;2015-11-12 04:52:18.0;1;0;*;*;*;*;*;NULL;0
1206;904;2015-11-12 04:56:42.0;1;0;*;*;*;*;*;NULL;0
1207;904;2015-11-12 05:00:37.0;1;0;*;*;*;*;*;NULL;0
1208;904;2015-11-13 00:17:42.0;1;0;*;*;*;*;*;NULL;0
1209;904;2015-11-12 23:02:32.0;1;0;*;*;*;*;*;NULL;0
1210;904;2015-11-13 00:12:14.0;1;0;*;*;*;*;*;NULL;0
1211;907;2015-11-24 16:24:20.0;0;1;*;*;*;*;*;NULL;1
1212;904;2015-11-13 00:13:57.0;1;0;*;*;*;*;*;NULL;0
1213;904;2015-11-12 23:03:35.0;1;0;*;*;*;*;*;NULL;0
1214;904;2015-11-13 00:12:22.0;1;0;*;*;*;*;*;NULL;0
1215;904;2015-11-16 06:52:22.0;1;0;*;*;*;*;*;NULL;0
1216;904;2015-11-16 06:52:01.0;1;0;*;*;*;*;*;NULL;0
1217;904;2015-11-16 06:52:30.0;1;0;*;*;*;*;*;NULL;0
1218;904;2015-11-13 00:15:14.0;1;0;*;*;*;*;*;NULL;0
1219;904;2015-11-13 00:12:30.0;1;0;*;*;*;*;*;NULL;0
1220;904;2015-11-12 23:02:58.0;1;0;*;*;*;*;*;NULL;0
1221;904;2015-11-12 23:04:09.0;1;0;*;*;*;*;*;NULL;0
1222;904;2015-11-13 00:15:32.0;1;0;*;*;*;*;*;NULL;0
1223;904;2015-11-13 00:12:37.0;1;0;*;*;*;*;*;NULL;0
1224;904;2015-11-13 00:14:04.0;1;0;*;*;*;*;*;NULL;0
1225;904;2015-11-13 00:17:25.0;1;0;*;*;*;*;*;NULL;0
1226;904;2015-11-13 00:17:34.0;1;0;*;*;*;*;*;NULL;0
1227;904;2015-11-13 00:12:46.0;1;0;*;*;*;*;*;NULL;0
1228;904;2015-11-12 23:03:49.0;1;0;*;*;*;*;*;NULL;0
1229;904;2015-11-13 00:14:12.0;1;0;*;*;*;*;*;NULL;0
1230;904;2015-11-13 00:14:19.0;1;0;*;*;*;*;*;NULL;0
1231;904;2015-11-13 00:15:24.0;1;0;*;*;*;*;*;NULL;0
1232;904;2015-11-16 06:52:39.0;1;0;*;*;*;*;*;NULL;0
1233;904;2016-01-13 12:11:24.0;1;0;*;*;*;*;*;NULL;0
1234;904;2015-11-13 00:17:51.0;1;0;*;*;*;*;*;NULL;0
